|R01|00000000000000000001|S|IF     |SWEDA               |IF ST200            |01.00.01  |20101030|185909|000|10793118000178|123456        |10793118000178|00000000ISENTO|00000000ISENTO|T2TI.COM                                |T2Ti PDV                                |0100      |9e107d9d372bb6826bd81d3542a419d6|20101030|20101030|0105
|R02|00000000000000000001|S|IF ST200            |01|000000|000026|000002|36101028|36101028||1005,70| 
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|ADRIANO PEDROSA E LIMA                  |00033333333333
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|joao de souza                           |00061363944304
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|0,00|N|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|42,60|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|42,60|0,00|V|0,00|V|42,60|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100915|48,40|0,00|V|0,00|V|0,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|1,50|0,00|V|0,00|V|1,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|162,80|0,00|V|0,00|V|162,80|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|175,60|0,00|V|0,00|V|175,60|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|2617,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|2617,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|2617,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|2617,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|2617,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|0,00|V|6654,99|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|100,00|V|2717,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|1308,75|V|3926,25|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|0,00|V|4037,49|V|6654,99|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|130,00|V|0,00|V|2487,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2617,50|1419,99|V|0,00|V|1197,51|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2619,40|0,00|V|0,00|V|2619,40|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|2621,10|0,00|V|0,00|V|2621,10|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|3,50|0,00|V|0,00|V|3,50|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100916|342,10|0,00|V|0,00|V|1,50|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100917|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100917|42,60|0,00|V|0,00|V|42,60|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100917|42,60|0,00|V|0,00|V|42,60|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000001|20100918|4,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000001|000005|20101030|266,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000004|000004|20100927|66,00|0,00|V|0,00|V|66,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000005|000005|20100927|54,00|0,00|V|0,00|V|54,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000006|000006|20100927|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000006|000022|20101028|1,50|0,00|V|0,00|V|1,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000007|000007|20100927|54,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000007|000023|20101028|1,50|0,00|V|0,00|V|1,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000008|000008|20100927|27,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000008|000026|20101028|1,50|0,00|V|0,00|V|1,50|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000009|000009|20100927|60,00|0,00|V|0,00|V|60,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000009|000031|20101029|82,70|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000010|000010|20100927|100,00|0,00|V|0,00|V|100,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000010|000032|20101029|138,80|38,80|V|0,00|V|100,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000011|000011|20100928|7,30|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000011|000033|20101029|133,00|33,00|V|0,00|V|100,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000012|000034|20101029|133,00|33,00|V|0,00|V|100,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000013|000035|20101029|133,00|0,00|V|13,30|V|146,30|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000014|000036|20101029|133,00|0,00|V|17,00|V|150,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000015|000037|20101029|133,00|13,30|V|0,00|V|119,70|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000016|000038|20101029|133,00|0,00|V|0,00|V|133,00|N|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000017|000039|20101029|193,50|0,00|V|0,00|V|193,50|N|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000018|000040|20101029|133,00|0,00|V|0,00|V|133,00|N|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000019|000041|20101029|133,00|0,00|V|0,00|V|0,00|S|0,00|D|MARCUS VINIIUS                          |00011111111111
|R04|00000000000000000001|S|IF ST200            |01|000020|000043|20101029|2,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000021|000021|20100928|125,00|0,00|V|0,00|V|125,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000021|000044|20101029|298,80|0,00|V|0,00|V|298,80|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000022|000045|20101029|60,00|0,00|V|0,00|V|60,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000023|000046|20101029|60,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000024|000047|20101029|100,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000025|000025|20100928|0,00|0,00|V|0,00|V|0,00|S|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000025|000048|20101029|60,00|0,00|V|0,00|V|60,00|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000026|000026|20100929|29,80|0,00|V|0,00|V|29,80|N|0,00|D|                                        |00000000000000
|R04|00000000000000000001|S|IF ST200            |01|000026|000051|20101030|175,60|0,00|V|0,00|V|175,60|N|0,00|D|                                        |00000000000000
